epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
127,1077.19,1.29059,1.60597,0.00742,0.44347,0.16092,0.17857,0.09962,1.71765,1.99845,0.01955,0.0002526,8.42e-05,0.0002526,8.42e-05,0.0002526,8.42e-05,0.0002526,8.42e-05
128,1085.57,1.28488,1.64503,0.00748,0.43403,0.17605,0.17746,0.09788,1.74227,2.00295,0.01984,0.0002427,8.09e-05,0.0002427,8.09e-05,0.0002427,8.09e-05,0.0002427,8.09e-05
129,1094.23,1.30916,1.64294,0.00757,0.4376,0.1841,0.17403,0.09713,1.75156,2.01574,0.01942,0.0002328,7.76e-05,0.0002328,7.76e-05,0.0002328,7.76e-05,0.0002328,7.76e-05
130,1102.54,1.30535,1.60332,0.00759,0.4552,0.16157,0.17402,0.09733,1.73137,2.00411,0.01943,0.0002229,7.43e-05,0.0002229,7.43e-05,0.0002229,7.43e-05,0.0002229,7.43e-05
131,1110.75,1.28982,1.61555,0.00738,0.44458,0.16305,0.17435,0.09751,1.73948,2.02163,0.01947,0.000213,7.1e-05,0.000213,7.1e-05,0.000213,7.1e-05,0.000213,7.1e-05
132,1118.9,1.28255,1.58227,0.00744,0.4369,0.16236,0.17264,0.09591,1.75076,1.9989,0.01956,0.0002031,6.77e-05,0.0002031,6.77e-05,0.0002031,6.77e-05,0.0002031,6.77e-05
133,1127.1,1.29072,1.60776,0.00739,0.45558,0.15613,0.17532,0.09674,1.72712,1.99394,0.01934,0.0001932,6.44e-05,0.0001932,6.44e-05,0.0001932,6.44e-05,0.0001932,6.44e-05
134,1135.26,1.27285,1.57138,0.0077,0.46036,0.14862,0.17356,0.0955,1.74384,2.02524,0.01957,0.0001833,6.11e-05,0.0001833,6.11e-05,0.0001833,6.11e-05,0.0001833,6.11e-05
135,1143.21,1.257,1.57889,0.00728,0.44543,0.1763,0.17413,0.09644,1.75987,1.99624,0.01951,0.0001734,5.78e-05,0.0001734,5.78e-05,0.0001734,5.78e-05,0.0001734,5.78e-05
136,1151.29,1.28,1.59127,0.00751,0.39354,0.17679,0.17443,0.09768,1.74475,2.00472,0.01927,0.0001635,5.45e-05,0.0001635,5.45e-05,0.0001635,5.45e-05,0.0001635,5.45e-05
137,1159.38,1.28013,1.60189,0.00759,0.36889,0.15895,0.17481,0.09797,1.71214,2.00161,0.01922,0.0001536,5.12e-05,0.0001536,5.12e-05,0.0001536,5.12e-05,0.0001536,5.12e-05
138,1167.35,1.27456,1.58909,0.00732,0.37413,0.17985,0.17234,0.09572,1.73312,2.0123,0.0192,0.0001437,4.79e-05,0.0001437,4.79e-05,0.0001437,4.79e-05,0.0001437,4.79e-05
139,1175.3,1.27876,1.56051,0.00739,0.44118,0.17377,0.17471,0.098,1.71547,1.99072,0.01909,0.0001338,4.46e-05,0.0001338,4.46e-05,0.0001338,4.46e-05,0.0001338,4.46e-05
140,1183.28,1.27407,1.59841,0.00729,0.44035,0.17536,0.17462,0.09666,1.75707,2.0136,0.01911,0.0001239,4.13e-05,0.0001239,4.13e-05,0.0001239,4.13e-05,0.0001239,4.13e-05
141,1194.29,1.37932,1.91012,0.00982,0.43827,0.16277,0.17441,0.09741,1.76515,2.01145,0.01932,0.000114,3.8e-05,0.000114,3.8e-05,0.000114,3.8e-05,0.000114,3.8e-05
142,1202.74,1.33822,1.86682,0.00924,0.43435,0.16116,0.17575,0.09741,1.76477,2.00922,0.01973,0.0001041,3.47e-05,0.0001041,3.47e-05,0.0001041,3.47e-05,0.0001041,3.47e-05
143,1210.49,1.32963,1.86995,0.00927,0.38013,0.16901,0.17362,0.09536,1.76495,2.01184,0.01962,9.42e-05,3.14e-05,9.42e-05,3.14e-05,9.42e-05,3.14e-05,9.42e-05,3.14e-05
144,1218.42,1.32505,1.86562,0.00911,0.4242,0.16704,0.1715,0.09304,1.78472,2.02102,0.01982,8.43e-05,2.81e-05,8.43e-05,2.81e-05,8.43e-05,2.81e-05,8.43e-05,2.81e-05
145,1226.37,1.30283,1.86495,0.00896,0.33396,0.18606,0.17327,0.09399,1.75211,2.00949,0.01964,7.44e-05,2.48e-05,7.44e-05,2.48e-05,7.44e-05,2.48e-05,7.44e-05,2.48e-05
